# REELDEĞER Backtest 2021-Q2 → 2026-Q1 (look-ahead bias)

category,label,cost_model,cumulative_twr_pct,annualized_pct,annual_vol_pct,sharpe,sortino,max_drawdown_pct,best_q_pct,worst_q_pct,n_pos_q,n_neg_q
portfolio,konservatif,zero,884.11,61.83,48.84,1.184,4.847,-17.16,77.57,-13.33,13,6
portfolio,konservatif,realistic,861.43,61.04,48.84,1.168,4.781,-17.52,77.43,-13.47,13,6
portfolio,dengeli,zero,683.92,54.27,43.27,1.162,4.729,-15.39,68.61,-12.21,13,6
portfolio,dengeli,realistic,665.87,53.51,43.27,1.144,4.658,-15.75,68.47,-12.35,13,6
portfolio,agresif,zero,613.89,51.26,41.10,1.150,4.648,-14.65,64.95,-11.91,13,6
portfolio,agresif,realistic,597.45,50.52,41.09,1.132,4.576,-15.01,64.81,-12.04,13,6
benchmark,XU100,n/a,830.94,59.95,41.95,1.334,5.926,-12.64,73.25,-12.64,15,4
benchmark,XU030,n/a,878.78,61.65,40.53,1.422,6.269,-10.94,71.93,-10.94,14,5
benchmark,SPY,n/a,47.64,8.55,15.21,0.299,0.475,-24.80,11.19,-16.47,13,6
