ticker,success,is_banking,model_used,lifecycle_stage,lifecycle_sub,value_per_share_tl,market_price_tl,upside_pct,damodaran_verdict,equity_value_tl,shares_outstanding,wacc,normalized_margin,periods_fetched,items_mapped,errors
ASELS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",95.65,418.50,-77.14,SAT,109.04B,1140000000,14.21%,21.70%,16,12,
THYAO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-110.81,316.25,-135.04,SAT,-152.92B,1380000000,10.47%,7.73%,16,12,
PGSUS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-1082.76,182.90,-692.00,SAT,-110.74B,102271525,9.22%,9.02%,16,12,
ENKAI,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",31.86,103.40,-69.18,SAT,191.18B,6000000000,12.08%,16.78%,16,12,
TCELL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",146.79,115.00,27.65,IZLE-AL,322.95B,2200000000,11.40%,24.97%,16,12,
TTKOM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",70.54,63.00,11.96,IZLE-AL,246.87B,3500000000,11.67%,23.52%,16,12,
AEFES,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",249.42,18.99,1213.42,AL,147.68B,592105263,11.75%,10.80%,16,12,
ULKER,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",103.98,122.60,-15.18,IZLE-SAT,39.93B,384000000,9.45%,9.93%,16,12,
AKSA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",132.59,10.38,1177.34,AL,24.53B,185000000,12.63%,12.06%,16,12,
HEKTS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-0.70,3.34,-120.87,SAT,-1.00B,1440000000,11.50%,12.54%,16,12,
NETAS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-64.70,64.65,-200.08,SAT,-4.21B,65000000,6.04%,-1.22%,16,12,
TAVHL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",85.84,289.50,-70.35,SAT,31.18B,363281250,9.92%,19.61%,16,12,
AKSGY,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",9.36,8.86,5.67,BEKLE,11.23B,1200000000,13.97%,68.10%,16,12,
AKSEN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",2.10,83.70,-97.49,SAT,2.58B,1226750000,11.15%,13.27%,16,12,
BIZIM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",19.12,27.66,-30.87,SAT,1.15B,60000000,9.33%,0.44%,16,12,
MAVI,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",137.06,42.96,219.04,AL,27.24B,198750000,12.85%,10.86%,12,12,
LOGO,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",235.06,141.60,66.00,AL,5.88B,25000000,14.39%,22.43%,16,12,
ASUZU,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-7.14,69.95,-110.21,SAT,-0.21B,30000000,11.68%,2.44%,16,12,
TKFEN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",15.15,141.70,-89.31,SAT,5.61B,370000000,11.90%,2.12%,16,12,
VESTL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-112.81,28.22,-499.77,SAT,-42.25B,374500000,9.86%,2.17%,16,12,
OYAKC,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",93.63,24.12,288.19,AL,43.07B,460000000,14.38%,24.56%,16,12,
KARSN,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",1.45,11.59,-87.47,SAT,1.05B,720000000,10.02%,8.13%,16,12,
DOHOL,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",7.79,22.68,-65.64,SAT,20.39B,2616938288,11.96%,5.14%,16,12,
SMRTG,False,False,young_firm_dcf,high_growth,"cyclical,capital_intensive",,7.46,,UNKNOWN,,,,,8,12,Model young_firm_dcf orchestration TBD (Faz 2.3.x)
CWENE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",56.06,35.42,58.27,AL,8.13B,145000000,12.01%,13.61%,8,12,
KCAER,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",60.26,11.37,430.02,AL,17.48B,290000000,11.63%,12.21%,8,12,
KONTR,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-2.82,10.28,-127.39,SAT,-1.52B,540000000,9.32%,15.06%,8,12,
ENJSA,True,False,industrial_fcff,mature_stable,"stable,capital_intensive",167.99,122.20,37.47,AL,198.44B,1181250000,10.87%,14.48%,12,12,
INFO,True,False,cyclical_dcf,mature_growth,cyclical,96.62,3.51,2652.84,AL,10.63B,110000000,9.71%,3.32%,16,12,
OTKAR,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",406.82,377.25,7.84,BEKLE,9.76B,24000000,8.32%,11.34%,16,12,
KORDS,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",39.97,64.95,-38.46,SAT,7.77B,194500000,10.03%,8.75%,16,12,
PARSN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-24.84,83.85,-129.62,SAT,-2.36B,95000000,12.17%,7.86%,16,12,
VESBE,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",123.36,7.25,1601.56,AL,23.44B,190000000,12.28%,7.20%,16,12,
TKNSA,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",39.63,22.64,75.06,AL,6.54B,165000000,11.47%,1.08%,16,12,
PRKAB,True,False,cyclical_dcf,mature_stable,cyclical,8.32,38.36,-78.31,SAT,1.11B,134000000,13.90%,0.51%,16,12,
KAPLM,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",-0.09,617.00,-100.01,SAT,-0.02B,200000000,12.42%,3.21%,16,12,
ISMEN,True,False,industrial_fcff,mature_stable,"stable,asset_light",236.34,42.28,458.98,AL,49.63B,210000000,14.01%,0.82%,16,12,
BOSSA,True,False,cyclical_dcf,mature_stable,"cyclical,capital_intensive",11.52,6.59,74.77,AL,2.53B,220000000,12.58%,13.61%,16,12,
ARENA,True,False,industrial_fcff,mature_stable,stable,80.30,43.00,86.74,AL,5.06B,63000000,7.61%,2.82%,16,12,
INDES,True,False,industrial_fcff,mature_growth,stable,67.37,10.51,540.99,AL,18.86B,280000000,11.39%,3.32%,16,12,
EUREN,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",23.67,5.74,312.32,AL,6.86B,290000000,13.38%,20.46%,8,12,
ECILC,False,False,decline_dcf,decline,"cyclical,capital_intensive",,87.50,,UNKNOWN,,,,,16,12,Model decline_dcf orchestration TBD (Faz 2.3.x)
TUKAS,True,False,cyclical_dcf,mature_growth,"cyclical,capital_intensive",-1.74,2.62,-166.59,SAT,-0.10B,60000000,12.53%,8.54%,16,12,
GARAN,True,True,banking_ddm,,,197.28,135.10,46.03,AL,828.59B,4200000000,11.09%,,0,0,
AKBNK,True,True,banking_ddm,,,98.96,77.05,28.43,IZLE-AL,514.58B,5200000000,11.09%,,0,0,
YKBNK,True,True,banking_ddm,,,38.96,37.12,4.96,BEKLE,329.11B,8447051284,11.09%,,0,0,
ISCTR,True,True,banking_ddm,,,17.19,14.18,21.26,IZLE-AL,154.75B,9000000000,11.09%,,0,0,
HALKB,True,True,banking_ddm,,,142.24,39.44,260.66,AL,177.80B,1250000000,11.09%,,0,0,
KCHOL,True,False,holding_sotp,,,182.41,205.20,-11.11,IZLE-SAT,462.57B,2535898345,,,0,0,
SAHOL,True,False,holding_sotp,,,202.36,96.95,108.73,AL,412.90B,2040403931,,,0,0,
