# REELDEĞER Backtest 2021-Q2 → 2026-Q1 (look-ahead bias)

category,label,cost_model,cumulative_twr_pct,annualized_pct,annual_vol_pct,sharpe,sortino,max_drawdown_pct,best_q_pct,worst_q_pct,n_pos_q,n_neg_q
portfolio,konservatif,zero,1230.92,72.45,55.29,1.238,5.192,-16.64,91.27,-16.64,14,5
portfolio,konservatif,realistic,1200.25,71.61,55.29,1.223,5.128,-16.78,91.13,-16.78,14,5
portfolio,dengeli,zero,1089.98,68.43,52.37,1.230,5.164,-15.70,86.47,-15.70,14,5
portfolio,dengeli,realistic,1062.60,67.61,52.37,1.215,5.098,-15.84,86.33,-15.84,14,5
portfolio,agresif,zero,996.96,65.57,50.29,1.224,5.140,-15.03,83.03,-15.03,14,5
portfolio,agresif,realistic,971.74,64.76,50.29,1.208,5.073,-15.16,82.89,-15.16,14,5
benchmark,XU100,n/a,830.94,59.95,41.95,1.334,5.926,-12.64,73.25,-12.64,15,4
benchmark,XU030,n/a,878.78,61.65,40.53,1.422,6.269,-10.94,71.93,-10.94,14,5
benchmark,SPY,n/a,47.64,8.55,15.21,0.299,0.475,-24.80,11.19,-16.47,13,6
